Variable,CTQ1,CTQ2,CTQ3,CTQ4,CTQ5,CTQ6,CTQ7,CTQ8,CTQ9,CTQ10,CTQ11,CTQ12,CTQ13,CTQ14,CTQ15,CTQ16,CTQ17,CTQ18,CTQ19,CTQ20,CTQ21,CTQ22,CTQ23,CTQ24,CTQ25,MPFI1,MPFI2,MPFI3,MPFI4,MPFI5,MPFI6,MPFI7,MPFI8,MPFI9,MPFI10,MPFI11,MPFI12,MPFI13,MPFI14,MPFI15,MPFI16,MPFI17,MPFI18,MPFI19,MPFI20,MPFI21,MPFI22,MPFI23,MPFI24,MPFI25,MPFI26,MPFI27,MPFI28,MPFI29,MPFI30,SCS1,SCS2,SCS3,SCS4,SCS5,SCS6,SCS7,SCS8,SCS9,SCS10,SCS11,SCS12,PWB1,PWB2,PWB3,PWB4,PWB5,PWB6,PWB7,PWB8,PWB9,PWB10,PWB11,PWB12,PWB13,PWB14,PWB15,PWB16,PWB17,PWB18,LEC1,LEC2,LEC3,LEC4,LEC5,LEC6,LEC7,LEC8,LEC9,LEC10,Studii,Orientare_rel,Genul,Varsta,Mediu_prov,self.acceptance,autonomy,purpose,relationship,mastery,growth,PWB,emotional.abuse,physical.abuse,sexual.abuse,emotional.neglect,physical.neglect,self.compassion,flexibility,Zemotional.abuse,Zphysical.abuse,Zsexual.abuse,Zemotional.neglect,Zphysical.neglect,Zself.compassion,Zflexibility,FelxibilityxEA,FelxibilityxPA,FelxibilityxSA,FelxibilityxEN,FelxibilityxPN,CompassionxEA,CompassionxPA,CompassionxSA,CompassionxEN,CompassionxPN,CTQ,ZCTQ,CTQxcomps,CTQxflexibility,Abuse,neglect,ZAbuse,Zneglect,abusexflexib,neglectxflexib,neglectxcompas,abusexcompas
Label,trauma din copilarie,,,,,,,,,,,,,,,,,,,,,,,,,flexibilitatea psihologica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auto-compasiunea,,,,,,,,,,,,starea de bine psihologica,,,,,,,,,,,,,,,,,,evenimente din viata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zscore(emotional.abuse),Zscore(physical.abuse),Zscore(sexual.abuse),Zscore(emotional.neglect),Zscore(physical.neglect),Zscore(self.compassion),Zscore(flexibility),,,,,,,,,,,,Zscore(CTQ),,,,,Zscore(Abuse),Zscore(neglect),,,,
,5.00,5.00,5.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,5.00,4.00,1.00,4.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,1.00,3.00,4.00,1.00,4.00,3.00,3.00,1.00,1.00,3.00,1.00,1.00,4.00,4.00,4.00,2.00,3.00,3.00,3.00,1.00,4.00,5.00,5.00,4.00,4.00,5.00,3.00,5.00,3.00,4.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00,1.00,2.00,22.00,2.00,11.00,10.00,11.00,12.00,11.00,11.00,66.00,24.00,5.00,5.00,15.00,8.00,26.00,117.00,1.89326,-0.65262,-0.53057,0.72064,-0.07824,-1.40224,-0.22870,-0.43,0.15,0.12,-0.16,0.02,-2.65,0.92,0.74,-1.01,0.11,57.00,0.52487,-0.74,-0.12,34.00,22.00,0.53211,0.49769,-0.12,-0.11,-0.70,-0.75
,3.00,1.00,1.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,5.00,4.00,5.00,5.00,1.00,5.00,1.00,1.00,5.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,2.00,4.00,4.00,5.00,4.00,4.00,5.00,1.00,1.00,3.00,2.00,2.00,3.00,3.00,3.00,4.00,3.00,3.00,3.00,3.00,3.00,4.00,3.00,5.00,3.00,3.00,2.00,5.00,3.00,4.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,38.00,2.00,9.00,9.00,8.00,13.00,9.00,12.00,60.00,12.00,5.00,5.00,24.00,13.00,37.00,117.00,0.03326,-0.65262,-0.53057,2.32974,1.13733,-0.10568,-0.22870,-0.01,0.15,0.12,-0.53,-0.26,0.00,0.07,0.06,-0.25,-0.12,59.00,0.62465,-0.07,-0.14,22.00,36.00,-0.40522,2.18936,0.09,-0.50,-0.23,0.04
,2.00,1.00,2.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,2.00,3.00,5.00,2.00,3.00,3.00,4.00,2.00,2.00,3.00,3.00,3.00,4.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,24.00,2.00,13.00,13.00,15.00,13.00,12.00,14.00,80.00,9.00,5.00,5.00,5.00,5.00,35.00,117.00,-0.43174,-0.65262,-0.53057,-1.06725,-0.80759,-0.34141,-0.22870,0.10,0.15,0.12,0.24,0.18,0.15,0.22,0.18,0.36,0.28,29.00,-0.87198,0.30,0.20,19.00,9.00,-0.63955,-1.07315,0.15,0.25,0.37,0.22
,5.00,2.00,5.00,4.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,2.00,3.00,4.00,2.00,3.00,2.00,1.00,2.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,4.00,5.00,4.00,4.00,5.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,3.00,5.00,4.00,3.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,5.00,1.00,2.00,30.00,2.00,12.00,11.00,15.00,15.00,13.00,15.00,81.00,21.00,5.00,5.00,15.00,10.00,48.00,117.00,1.42826,-0.65262,-0.53057,0.72064,0.40799,1.19089,-0.22870,-0.33,0.15,0.12,-0.16,-0.09,1.70,-0.78,-0.63,0.86,0.49,56.00,0.47498,0.57,-0.11,31.00,24.00,0.29778,0.73935,-0.07,-0.17,0.88,0.35
,3.00,3.00,3.00,3.00,2.00,1.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,4.00,4.00,4.00,3.00,1.00,3.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,3.00,3.00,5.00,3.00,4.00,3.00,5.00,3.00,3.00,3.00,2.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,3.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,4.00,1.00,2.00,42.00,2.00,15.00,14.00,15.00,12.00,15.00,15.00,86.00,14.00,10.00,5.00,18.00,7.00,40.00,117.00,0.34326,0.35052,-0.53057,1.25700,-0.32136,0.24793,-0.22870,-0.08,-0.08,0.12,-0.29,0.07,0.09,0.09,-0.13,0.31,-0.08,54.00,0.37521,0.09,-0.09,29.00,24.00,0.14156,0.73935,-0.03,-0.17,0.18,0.04
,3.00,2.00,3.00,3.00,3.00,2.00,3.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,4.00,4.00,3.00,3.00,4.00,2.00,4.00,1.00,1.00,2.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,3.00,4.00,4.00,3.00,4.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,3.00,3.00,5.00,4.00,4.00,3.00,3.00,4.00,4.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,2.00,40.00,2.00,12.00,12.00,11.00,8.00,11.00,13.00,67.00,14.00,10.00,5.00,18.00,10.00,39.00,117.00,0.34326,0.35052,-0.53057,1.25700,0.40799,0.13006,-0.22870,-0.08,-0.08,0.12,-0.29,-0.09,0.04,0.05,-0.07,0.16,0.05,57.00,0.52487,0.07,-0.12,29.00,27.00,0.14156,1.10185,-0.03,-0.25,0.14,0.02
,2.00,1.00,2.00,2.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,5.00,5.00,5.00,5.00,1.00,5.00,2.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,2.00,3.00,4.00,2.00,4.00,3.00,2.00,1.00,1.00,4.00,1.00,1.00,3.00,4.00,3.00,4.00,4.00,5.00,5.00,5.00,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,4.00,1.00,2.00,62.00,2.00,13.00,14.00,10.00,14.00,13.00,14.00,78.00,12.00,5.00,5.00,25.00,10.00,28.00,117.00,0.03326,-0.65262,-0.53057,2.50853,0.40799,-1.16650,-0.22870,-0.01,0.15,0.12,-0.57,-0.09,-0.04,0.76,0.62,-2.93,-0.48,57.00,0.52487,-0.61,-0.12,22.00,34.00,-0.40522,1.94769,0.09,-0.45,-2.27,0.47
,3.00,1.00,3.00,1.00,3.00,1.00,2.00,2.00,3.00,1.00,2.00,1.00,1.00,2.00,2.00,3.00,2.00,3.00,3.00,3.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,3.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,4.00,1.00,2.00,48.00,1.00,15.00,15.00,15.00,15.00,15.00,15.00,90.00,11.00,9.00,8.00,14.00,5.00,54.00,117.00,-0.12174,0.14990,0.20996,0.54185,-0.80759,1.89810,-0.22870,0.03,-0.03,-0.05,-0.12,0.18,-0.23,0.28,0.40,1.03,-1.53,47.00,0.02600,0.05,-0.01,28.00,18.00,0.06345,0.01435,-0.01,0.00,0.03,0.12
,3.00,2.00,4.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,3.00,3.00,3.00,1.00,1.00,1.00,2.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,2.00,3.00,3.00,1.00,2.00,2.00,3.00,3.00,2.00,2.00,3.00,3.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,4.00,1.00,1.00,33.00,2.00,15.00,14.00,15.00,15.00,14.00,15.00,88.00,16.00,5.00,5.00,15.00,6.00,29.00,117.00,0.65326,-0.65262,-0.53057,0.72064,-0.56447,-1.04863,-0.22870,-0.15,0.15,0.12,-0.16,0.13,-0.69,0.68,0.56,-0.76,0.59,47.00,0.02600,-0.03,-0.01,26.00,19.00,-0.09278,0.13519,0.02,-0.03,-0.14,0.10
,3.00,3.00,4.00,3.00,3.00,2.00,4.00,5.00,5.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,3.00,3.00,1.00,3.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,2.00,5.00,5.00,3.00,3.00,3.00,5.00,1.00,5.00,5.00,2.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,1.00,2.00,46.00,2.00,15.00,14.00,14.00,13.00,14.00,14.00,84.00,16.00,18.00,5.00,12.00,7.00,43.00,117.00,0.65326,1.95556,-0.53057,0.18427,-0.32136,0.60154,-0.22870,-0.15,-0.45,0.12,-0.04,0.07,0.39,1.18,-0.32,0.11,-0.19,58.00,0.57476,0.35,-0.13,39.00,18.00,0.92267,0.01435,-0.21,0.00,0.01,0.56
,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,4.00,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,31.00,2.00,15.00,15.00,15.00,15.00,15.00,15.00,90.00,7.00,5.00,5.00,5.00,5.00,54.00,117.00,-0.74175,-0.65262,-0.53057,-1.06725,-0.80759,1.89810,-0.22870,0.17,0.15,0.12,0.24,0.18,-1.41,-1.24,-1.01,-2.03,-1.53,27.00,-0.97176,-1.84,0.22,17.00,9.00,-0.79577,-1.07315,0.18,0.25,-2.04,-1.51
,3.00,1.00,3.00,3.00,4.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,4.00,4.00,3.00,5.00,2.00,5.00,4.00,2.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,2.00,2.00,3.00,1.00,3.00,4.00,3.00,2.00,2.00,2.00,1.00,2.00,4.00,4.00,5.00,2.00,3.00,2.00,2.00,4.00,4.00,4.00,5.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,4.00,3.00,2.00,35.00,2.00,10.00,12.00,13.00,10.00,12.00,11.00,68.00,14.00,8.00,6.00,14.00,18.00,27.00,117.00,0.34326,-0.05073,-0.28372,0.54185,2.35290,-1.28437,-0.22870,-0.08,0.01,0.06,-0.12,-0.54,-0.44,0.07,0.36,-0.70,-3.02,60.00,0.67453,-0.87,-0.15,28.00,28.00,0.06345,1.22269,-0.01,-0.28,-1.57,-0.08
,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,2.00,4.00,4.00,2.00,3.00,5.00,3.00,3.00,3.00,4.00,3.00,3.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,1.00,31.00,2.00,14.00,15.00,15.00,13.00,15.00,15.00,87.00,8.00,5.00,5.00,5.00,7.00,39.00,117.00,-0.58675,-0.65262,-0.53057,-1.06725,-0.32136,0.13006,-0.22870,0.13,0.15,0.12,0.24,0.07,-0.08,-0.08,-0.07,-0.14,-0.04,30.00,-0.82209,-0.11,0.19,18.00,11.00,-0.71766,-0.83148,0.16,0.19,-0.11,-0.09
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,3.00,3.00,4.00,4.00,3.00,3.00,4.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,4.00,4.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,1.00,2.00,35.00,2.00,12.00,12.00,13.00,15.00,13.00,13.00,78.00,5.00,5.00,5.00,5.00,6.00,39.00,117.00,-1.05175,-0.65262,-0.53057,-1.06725,-0.56447,0.13006,-0.22870,0.24,0.15,0.12,0.24,0.13,-0.14,-0.08,-0.07,-0.14,-0.07,26.00,-1.02164,-0.13,0.23,15.00,10.00,-0.95200,-0.95232,0.22,0.22,-0.12,-0.12
,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,3.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,2.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,4.00,2.00,4.00,5.00,5.00,5.00,5.00,2.00,5.00,5.00,2.00,1.00,5.00,3.00,5.00,4.00,4.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,32.00,2.00,15.00,13.00,14.00,13.00,13.00,15.00,83.00,6.00,5.00,12.00,5.00,8.00,45.00,117.00,-0.89675,-0.65262,1.19732,-1.06725,-0.07824,0.83728,-0.22870,0.21,0.15,-0.27,0.24,0.02,-0.75,-0.55,1.00,-0.89,-0.07,36.00,-0.52277,-0.44,0.12,23.00,11.00,-0.32711,-0.83148,0.07,0.19,-0.70,-0.27
,5.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,3.00,4.00,1.00,1.00,1.00,2.00,1.00,5.00,5.00,4.00,3.00,5.00,3.00,4.00,3.00,3.00,3.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,1.00,5.00,5.00,1.00,5.00,2.00,3.00,3.00,2.00,5.00,2.00,2.00,5.00,5.00,5.00,4.00,4.00,1.00,5.00,1.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,5.00,5.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,2.00,36.00,2.00,15.00,11.00,15.00,12.00,14.00,11.00,78.00,25.00,19.00,6.00,22.00,16.00,36.00,117.00,2.04826,2.15618,-0.28372,1.97216,1.86667,-0.22355,-0.22870,-0.47,-0.49,0.06,-0.45,-0.43,-0.46,-0.48,0.06,-0.44,-0.42,88.00,2.07139,-0.46,-0.47,50.00,35.00,1.78189,2.06852,-0.41,-0.47,-0.46,-0.40
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,54.00,2.00,15.00,15.00,15.00,15.00,15.00,15.00,90.00,5.00,7.00,5.00,5.00,5.00,60.00,117.00,-1.05175,-0.25136,-0.53057,-1.06725,-0.80759,2.60532,-0.22870,0.24,0.06,0.12,0.24,0.18,-2.74,-0.65,-1.38,-2.78,-2.10,27.00,-0.97176,-2.53,0.22,17.00,9.00,-0.79577,-1.07315,0.18,0.25,-2.80,-2.07
,1.00,1.00,2.00,1.00,2.00,2.00,3.00,2.00,3.00,2.00,1.00,1.00,3.00,4.00,2.00,1.00,1.00,3.00,2.00,2.00,1.00,1.00,2.00,1.00,1.00,4.00,3.00,2.00,2.00,3.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,3.00,4.00,4.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,5.00,2.00,4.00,4.00,1.00,5.00,5.00,5.00,1.00,1.00,5.00,2.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,30.00,2.00,15.00,14.00,15.00,15.00,14.00,15.00,88.00,7.00,12.00,11.00,9.00,6.00,38.00,117.00,-0.74175,0.75178,0.95048,-0.35210,-0.56447,0.01219,-0.22870,0.17,-0.17,-0.22,0.08,0.13,-0.01,0.01,0.01,0.00,-0.01,45.00,-0.07378,0.00,0.02,30.00,14.00,0.21967,-0.46898,-0.05,0.11,-0.01,0.00
,5.00,5.00,5.00,5.00,5.00,3.00,5.00,5.00,4.00,2.00,5.00,5.00,5.00,5.00,5.00,3.00,5.00,4.00,4.00,4.00,1.00,3.00,1.00,1.00,2.00,4.00,1.00,4.00,3.00,2.00,3.00,3.00,3.00,4.00,6.00,3.00,6.00,4.00,6.00,6.00,2.00,1.00,3.00,1.00,1.00,2.00,3.00,5.00,3.00,3.00,4.00,4.00,3.00,3.00,4.00,1.00,4.00,5.00,2.00,5.00,3.00,2.00,2.00,1.00,4.00,1.00,2.00,4.00,4.00,5.00,3.00,4.00,5.00,5.00,3.00,5.00,5.00,5.00,5.00,1.00,1.00,2.00,2.00,3.00,3.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,4.00,1.00,2.00,35.00,2.00,10.00,8.00,12.00,10.00,12.00,13.00,65.00,25.00,19.00,25.00,20.00,8.00,32.00,100.00,2.04826,2.15618,4.40625,1.61458,-0.07824,-0.69502,-1.02397,-2.10,-2.21,-4.51,-1.65,0.08,-1.42,-1.50,-3.06,-1.12,0.05,97.00,2.52038,-1.75,-2.58,69.00,27.00,3.26599,1.10185,-3.34,-1.13,-0.77,-2.27
,3.00,5.00,2.00,3.00,5.00,1.00,4.00,4.00,4.00,2.00,3.00,3.00,3.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,1.00,3.00,3.00,1.00,1.00,4.00,2.00,3.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,2.00,5.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,4.00,4.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,1.00,4.00,3.00,1.00,4.00,2.00,3.00,1.00,1.00,1.00,1.00,1.00,3.00,4.00,4.00,4.00,2.00,3.00,2.00,2.00,3.00,1.00,4.00,5.00,2.00,5.00,3.00,1.00,3.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,35.00,2.00,7.00,11.00,10.00,6.00,9.00,9.00,52.00,18.00,15.00,16.00,20.00,9.00,23.00,102.00,0.96326,1.35367,2.18468,1.61458,0.16487,-1.75585,-0.93041,-0.90,-1.26,-2.03,-1.50,-0.15,-1.69,-2.38,-3.84,-2.83,-0.29,78.00,1.57251,-2.76,-1.46,49.00,28.00,1.70377,1.22269,-1.59,-1.14,-2.15,-2.99
,3.00,1.00,3.00,4.00,4.00,1.00,1.00,3.00,2.00,1.00,5.00,2.00,4.00,3.00,5.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,6.00,3.00,4.00,1.00,2.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,6.00,6.00,6.00,3.00,4.00,4.00,3.00,3.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.00,6.00,1.00,5.00,4.00,2.00,4.00,5.00,3.00,1.00,3.00,4.00,3.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,4.00,5.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,4.00,4.00,2.00,27.00,2.00,15.00,13.00,15.00,15.00,13.00,15.00,86.00,15.00,8.00,19.00,5.00,5.00,39.00,144.00,0.49826,-0.05073,2.92520,-1.06725,-0.80759,0.13006,1.03437,0.52,-0.05,3.03,-1.10,-0.84,0.06,-0.01,0.38,-0.14,-0.11,52.00,0.27543,0.04,0.28,42.00,9.00,1.15700,-1.07315,1.20,-1.11,-0.14,0.15
